,LURN_SAK,INCIDENT_DATE,CATEGORY,STAT,ADDRESS,LONGITUDE,LATITUDE,PART_CATEGORY
68173,19854646,03/09/2022 01:57:00 AM,BURGLARY,71,"900 GARDNER ST, WEST HOLLYWOOD, CA 90046",-118.353,34.087,1
68175,19870312,03/28/2022 12:30:00 AM,NON-AGGRAVATED ASSAULTS,144,"9200 SUNSET BLVD, WEST HOLLYWOOD, CA",-118.392,34.089,2
68178,19864797,03/21/2022 12:57:30 PM,LARCENY THEFT,83,"1100 LA BREA AVE, WEST HOLLYWOOD, CA 90046",-118.343,34.091,1
68225,19937853,06/13/2022 04:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"900 SAN VICENTE BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.087,2
68286,19871666,03/29/2022 01:00:00 PM,LARCENY THEFT,389,"1200 HORN AVE, WEST HOLLYWOOD, CA 90069",-118.383,34.092,1
68316,19894508,04/24/2022 04:30:00 AM,FELONIES MISCELLANEOUS,324,"7500 FOUNTAIN AVE, WEST HOLLYWOOD, CA 90046",-118.354,34.094,2
68459,19868910,03/15/2022 11:30:00 PM,ROBBERY,41,"LA PEER DR AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.386,34.082,1
68462,19864181,03/16/2022 06:00:00 PM,LARCENY THEFT,340,"1100 N LA CIENEGA BLVD, WEST HOLLYWOOD, CA",-118.376,34.09,1
68500,19937405,06/14/2022 07:00:00 AM,LARCENY THEFT,389,"7600 LEXINGTON AVE, WEST HOLLYWOOD, CA",-118.355,34.092,1
68505,19932348,06/07/2022 01:15:00 AM,GRAND THEFT AUTO,91,"8200 NORTON AVE, WEST HOLLYWOOD, CA 90046",-118.369,34.092,1
68519,19940750,05/01/2022 01:30:00 AM,NON-AGGRAVATED ASSAULTS,144,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,2
68530,19937098,06/12/2022 12:45:00 AM,NON-AGGRAVATED ASSAULTS,144,"1000 DOHENY DR, WEST HOLLYWOOD, CA 90069",-118.389,34.09,2
68598,19866400,03/22/2022 08:29:30 PM,LARCENY THEFT,87,"8900 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.386,34.09,1
68650,19833159,01/23/2022 12:30:00 PM,FELONIES MISCELLANEOUS,324,"8500 WEST KNOLL DR, WEST HOLLYWOOD, CA 90069",-118.377,34.089,2
68681,19807958,01/16/2022 07:40:00 PM,NON-AGGRAVATED ASSAULTS,145,"PALM AVE AND N SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.382,34.086,2
68781,19940630,06/15/2022 03:22:00 PM,LARCENY THEFT,387,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.344,34.09,1
68840,19953691,06/29/2022 10:05:00 PM,LARCENY THEFT,340,"500 ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.08,1
68842,19865103,03/20/2022 11:41:00 PM,LARCENY THEFT,384,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA",-118.385,34.08,1
68951,19926246,05/31/2022 03:47:30 PM,GRAND THEFT AUTO,91,"8700 BEVERLY BLVD, WEST HOLLYWOOD, CA",-118.381,34.077,1
68977,19966431,07/13/2022 10:30:00 PM,LARCENY THEFT,340,"8400 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.375,34.094,1
69009,19793053,01/01/2022 07:46:00 PM,VANDALISM,263,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.385,34.084,2
69013,19885402,04/14/2022 09:45:00 AM,NON-AGGRAVATED ASSAULTS,146,"1200 VISTA ST, WEST HOLLYWOOD, CA",-118.351,34.092,2
69045,19911020,05/13/2022 09:17:00 PM,LARCENY THEFT,340,"500 LA CIENEGA BLVD, WEST HOLLYWOOD, CA",-118.376,34.08,1
69061,19929213,06/03/2022 02:11:00 AM,MISDEMEANORS MISCELLANEOUS,399,"900 N WESTMOUNT DR, WEST HOLLYWOOD, CA",-118.379,34.088,2
69207,19938294,06/11/2022 10:30:00 PM,LARCENY THEFT,81,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA",-118.385,34.083,1
69209,19938332,06/04/2022 01:15:00 AM,LARCENY THEFT,81,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.384,34.084,1
69219,19943107,06/18/2022 03:37:30 AM,VANDALISM,263,"500 WEST MOUNT DR, WEST HOLLYWOOD, CA 90069",-118.378,34.081,2
69240,19859214,03/14/2022 10:00:00 PM,FELONIES MISCELLANEOUS,322,"8500 W SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.377,34.093,2
69305,19826953,02/02/2022 10:00:00 AM,LARCENY THEFT,84,"8400 DE LONGPRE AVE, WEST HOLLYWOOD, CA 90069",-118.372,34.094,1
69351,19852339,03/06/2022 08:32:00 PM,NARCOTICS,185,"1100 DETROIT ST, WEST HOLLYWOOD, CA 90069",-118.345,34.091,2
69353,19874953,04/02/2022 02:10:00 AM,MISDEMEANORS MISCELLANEOUS,391,"1200 N DETROIT ST, WEST HOLLYWOOD, CA",-118.344,34.093,2
69354,19875605,04/02/2022 11:50:00 PM,NON-AGGRAVATED ASSAULTS,144,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.384,34.083,2
69377,19856030,03/10/2022 06:33:00 PM,ROBBERY,37,"8400 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.373,34.094,1
69450,19911191,05/14/2022 01:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"1200 HORN AVE, WEST HOLLYWOOD, CA 90069",-118.383,34.092,2
69463,19875172,04/02/2022 02:22:30 AM,LARCENY THEFT,85,"1200 LAUREL AVE, WEST HOLLYWOOD, CA",-118.364,34.092,1
69466,19945767,06/19/2022 08:37:00 PM,VANDALISM,263,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.385,34.084,2
69488,19941662,06/11/2022 01:30:00 AM,LARCENY THEFT,81,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.085,1
69687,19865173,03/20/2022 01:45:00 AM,LARCENY THEFT,81,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.385,34.084,1
69689,19852962,03/07/2022 03:30:00 AM,LARCENY THEFT,340,"900 HAVENHURST DR, WEST HOLLYWOOD, CA 90046",-118.366,34.087,1
69690,19863489,03/19/2022 01:00:00 AM,LARCENY THEFT,81,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.384,34.085,1
69735,19942894,06/18/2022 01:37:00 AM,VANDALISM,263,"1000 LA BREA AVE, WEST HOLLYWOOD, CA 90038",-118.343,34.089,2
69790,19844349,02/25/2022 11:40:00 AM,BURGLARY,75,"900 N SIERRA BONITA AVE, WEST HOLLYWOOD, CA 90046",-118.354,34.088,1
69794,19942946,06/18/2022 12:20:00 AM,LARCENY THEFT,81,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.384,34.084,1
69798,19942647,06/17/2022 07:30:00 PM,AGGRAVATED ASSAULT,53,"SANTA MONICA BLVD AND HUNTLEY DR, WEST HOLLYWOOD, CA 90069",-118.38,34.087,1
69964,19901857,05/03/2022 12:00:00 AM,VANDALISM,263,"400 WESTBOURNE DR, WEST HOLLYWOOD, CA 90048",-118.378,34.078,2
69970,19903486,03/12/2022 02:15:00 AM,LARCENY THEFT,81,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.085,1
69971,19902946,05/04/2022 06:30:00 PM,AGGRAVATED ASSAULT,51,"8500 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.376,34.088,1
69972,19863806,03/20/2022 12:12:30 AM,LARCENY THEFT,340,"ALMONT DR AND MELROSE AVE, WEST HOLLYWOOD, CA",-118.387,34.08,1
69983,19806417,01/15/2022 07:05:00 PM,AGGRAVATED ASSAULT,53,"SANTA MONICA BLVD AND LA CIENEGA BLVD, WEST HOLLYWOOD, CA 90069",-118.376,34.089,1
70024,19969336,07/17/2022 12:42:00 AM,LARCENY THEFT,387,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.085,1
70096,19876971,04/03/2022 02:00:00 AM,LARCENY THEFT,81,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.383,34.085,1
70157,19860672,03/16/2022 05:00:00 AM,BURGLARY,74,"600 HUNTLEY DR, WEST HOLLYWOOD, CA 90069",-118.38,34.082,1
70207,19866794,03/23/2022 03:29:38 PM,LARCENY THEFT,389,"8600 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.379,34.092,1
70375,19865575,03/22/2022 02:30:00 AM,VANDALISM,261,"1300 LARRABEE ST, WEST HOLLYWOOD, CA 90069",-118.384,34.093,2
70407,19864425,03/21/2022 01:45:00 AM,LARCENY THEFT,87,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.085,1
70413,19865675,03/20/2022 01:45:00 AM,LARCENY THEFT,81,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.384,34.084,1
70453,19942653,06/17/2022 03:20:00 AM,SEX OFFENSES FELONIES,129,"8700 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.381,34.086,2
70487,19943541,06/18/2022 09:15:00 PM,AGGRAVATED ASSAULT,54,"8400 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.373,34.095,1
70564,19865872,03/22/2022 07:52:00 AM,SEX OFFENSES MISDEMEANORS,130,"1200 LAUREL AVE, WEST HOLLYWOOD, CA 90046",-118.364,34.093,2
70565,19866075,03/20/2022 02:00:00 AM,LARCENY THEFT,81,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.085,1
70566,19864350,03/20/2022 09:40:00 PM,LARCENY THEFT,340,"8900 SUNSET BLVD, WEST HOLLYWOOD, CA",-118.387,34.09,1
70568,19864080,03/18/2022 08:38:00 PM,LARCENY THEFT,383,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.344,34.09,1
70569,19866445,01/21/2022 06:00:00 PM,LARCENY THEFT,340,"1200 FULLER AVE, WEST HOLLYWOOD, CA 90046",-118.35,34.093,1
70577,19827798,01/31/2022 01:30:00 AM,LARCENY THEFT,89,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.383,34.085,1
70618,19943385,06/17/2022 09:30:00 PM,LARCENY THEFT,340,"FLORES ST AND FOUNTAIN AVE, WEST HOLLYWOOD, CA",-118.371,34.093,1
70626,19970892,07/17/2022 05:00:00 PM,BURGLARY,77,"8200 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.369,34.09,1
70632,19943938,06/19/2022 01:25:00 AM,LARCENY THEFT,81,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,1
70636,19944036,06/12/2022 12:15:00 AM,LARCENY THEFT,81,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,1
70650,19944014,06/18/2022 12:30:00 AM,LARCENY THEFT,387,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.085,1
70670,19867060,03/23/2022 08:08:00 PM,BURGLARY,61,"8600 WEST KNOLL DR, WEST HOLLYWOOD, CA 90069",-118.379,34.089,1
70691,19864278,03/20/2022 02:00:00 AM,AGGRAVATED ASSAULT,54,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.383,34.085,1
70700,19839946,02/20/2022 02:48:00 AM,NON-AGGRAVATED ASSAULTS,144,"SANTA MONICA BLVD AND SAN VICENTE BLVD, WEST HOLLYWOOD, CA",-118.384,34.085,2
70720,19851392,03/05/2022 01:00:00 AM,LARCENY THEFT,81,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,1
70734,19943379,06/17/2022 11:20:00 PM,LARCENY THEFT,81,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.084,1
70735,19943212,06/18/2022 02:20:00 AM,LARCENY THEFT,387,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.085,1
70771,19859183,03/14/2022 09:00:00 PM,AGGRAVATED ASSAULT,53,"500 ORLANDO AVE, WEST HOLLYWOOD, CA 90048",-118.372,34.08,1
70772,19890321,04/20/2022 12:00:00 PM,VANDALISM,263,"8800 ASHCROFT DR, WEST HOLLYWOOD, CA 90048",-118.384,34.078,2
70774,19831431,02/09/2022 06:30:00 PM,NARCOTICS,186,"LA BREA AVE AND LEXINGTON AVE, WEST HOLLYWOOD, CA 90069",-118.344,34.092,2
70775,19825320,02/02/2022 04:45:00 PM,NON-AGGRAVATED ASSAULTS,144,"8300 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.371,34.095,2
70776,19814546,01/22/2022 06:20:00 AM,NON-AGGRAVATED ASSAULTS,146,"8700 SUNSET BLVD, WEST HOLLYWOOD, CA",-118.383,34.091,2
70778,19860121,03/15/2022 08:13:00 PM,AGGRAVATED ASSAULT,53,"7900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.363,34.09,1
70779,19879425,04/07/2022 08:15:00 AM,AGGRAVATED ASSAULT,52,"8700 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.38,34.087,1
70780,19851182,03/05/2022 09:45:00 AM,NON-AGGRAVATED ASSAULTS,146,"800 W KNOLL DR, WEST HOLLYWOOD, CA 90069",-118.377,34.086,2
70781,19872249,03/30/2022 07:20:00 AM,BURGLARY,65,"1100 GREENACRE AVE, WEST HOLLYWOOD, CA",-118.349,34.091,1
70782,19814985,01/22/2022 07:15:00 PM,AGGRAVATED ASSAULT,53,"1000 KINGS RD, WEST HOLLYWOOD, CA 90069",-118.372,34.09,1
70789,19907077,05/09/2022 05:07:00 PM,NON-AGGRAVATED ASSAULTS,149,"100 ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.076,2
70791,19900879,05/02/2022 07:28:00 PM,ROBBERY,33,"8000 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.365,34.09,1
70816,19864139,03/20/2022 12:01:00 AM,LARCENY THEFT,387,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,1
70819,19833469,02/11/2022 01:00:00 AM,SEX OFFENSES MISDEMEANORS,139,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,2
70849,19866638,03/22/2022 02:27:00 PM,BURGLARY,75,"8400 FOUNTAIN AVE, WEST HOLLYWOOD, CA 90069",-118.375,34.093,1
70865,19834723,02/13/2022 11:40:00 PM,NON-AGGRAVATED ASSAULTS,146,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.345,34.09,2
70869,19925259,04/15/2022 12:00:00 PM,OFFENSES AGAINST FAMILY,174,"1200 FAIRFAX BLVD, WEST HOLLYWOOD, CA 90046",-118.361,34.092,2
70874,19922749,05/27/2022 08:31:00 AM,AGGRAVATED ASSAULT,52,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,1
70876,19922776,05/27/2022 07:20:00 AM,FELONIES MISCELLANEOUS,339,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.344,34.09,2
70878,19852419,03/07/2022 02:10:00 AM,NON-AGGRAVATED ASSAULTS,146,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.384,34.084,2
70879,19844372,02/17/2022 09:30:00 PM,AGGRAVATED ASSAULT,54,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.085,1
70880,19829533,02/03/2022 02:49:00 PM,FELONIES MISCELLANEOUS,330,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.344,34.09,2
70882,19903349,05/05/2022 09:00:00 AM,GRAND THEFT AUTO,91,"9000 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.387,34.083,1
70884,19886421,04/15/2022 01:00:00 PM,BURGLARY,65,"800 PALM AVE, WEST HOLLYWOOD, CA 90069",-118.382,34.087,1
70885,19873911,03/31/2022 08:30:00 PM,OFFENSES AGAINST FAMILY,175,"9000 PHYLLIS AVE, WEST HOLLYWOOD, CA 90069",-118.389,34.088,2
70886,19806374,01/14/2022 05:30:00 PM,NON-AGGRAVATED ASSAULTS,146,"8300 FOUNTAIN AVE, WEST HOLLYWOOD, CA 90069",-118.372,34.093,2
70887,19881203,04/09/2022 04:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"1000 SAN VICENTE BLVD, WEST HOLLYWOOD, CA",-118.385,34.089,2
70938,19893759,04/24/2022 02:15:00 PM,LARCENY THEFT,387,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.386,34.084,1
70947,19869559,03/26/2022 08:55:00 PM,LARCENY THEFT,340,"8400 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.375,34.09,1
70972,19850885,03/04/2022 08:47:30 PM,LARCENY THEFT,340,"8500 MELROSE AVE, WEST HOLLYWOOD, CA 90069",-118.379,34.081,1
70974,19867872,03/22/2022 05:15:00 PM,BURGLARY,67,"1100 N CLARK AVE, WEST HOLLYWOOD, CA 90069",-118.385,34.091,1
71036,20040045,10/01/2022 12:20:00 AM,LARCENY THEFT,81,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.384,34.084,1
71044,20040060,10/01/2022 03:09:35 AM,VANDALISM,263,"8500 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.377,34.089,2
71046,20040033,10/01/2022 01:07:30 AM,LARCENY THEFT,81,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.384,34.084,1
71065,19857523,03/11/2022 10:00:00 PM,NON-AGGRAVATED ASSAULTS,146,"SUNSET BLVD AND DOHENY DR, WEST HOLLYWOOD, CA",-118.389,34.09,2
71152,19838844,02/15/2022 04:47:00 PM,ROBBERY,47,"8200 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.367,34.09,1
71202,19944127,06/01/2022 02:30:00 PM,MISDEMEANORS MISCELLANEOUS,399,"1100 DETROIT ST, WEST HOLLYWOOD, CA 90046",-118.344,34.092,2
71410,19854830,03/09/2022 03:00:00 PM,NON-AGGRAVATED ASSAULTS,145,"500 LA CIENEGA BLVD, WEST HOLLYWOOD, CA 90069",-118.376,34.08,2
71438,19937425,06/05/2022 05:16:00 PM,LARCENY THEFT,389,"SANTA MONICA BLVD AND N SAN VICENTE BLVD, WEST HOLLYWOOD, CA 90069",-118.384,34.085,1
71664,19857327,03/12/2022 05:00:00 AM,GRAND THEFT AUTO,91,"600 KINGS RD, WEST HOLLYWOOD, CA",-118.371,34.082,1
71792,19857210,03/11/2022 07:00:00 PM,LARCENY THEFT,389,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.386,34.083,1
71836,19869008,03/26/2022 01:30:00 AM,LARCENY THEFT,340,"500 ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.08,1
71901,19935719,06/10/2022 05:08:00 AM,VANDALISM,263,"1200 N CRESCENT HEIGHTS BLVD, LOS ANGELES, CA 90046",-118.365,34.093,2
71902,19932863,06/07/2022 06:10:00 AM,BURGLARY,75,"1200 N CRESCENT HEIGHTS BLVD, WEST HOLLYWOOD, CA 90046",-118.365,34.093,1
71969,19868326,03/24/2022 11:30:00 PM,VANDALISM,263,"8700 HOLLOWAY DR, WEST HOLLYWOOD, CA 90069",-118.381,34.09,2
72035,19998384,08/15/2022 12:01:30 AM,BURGLARY,67,"600 SWEETZER AVE, WEST HOLLYWOOD, CA 90069",-118.37,34.082,1
72051,19944274,06/19/2022 11:44:00 PM,WEAPON LAWS,152,"8800 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.09,2
72071,19874050,04/01/2022 12:31:00 AM,LARCENY THEFT,340,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,1
72231,19866593,03/23/2022 12:24:26 PM,SEX OFFENSES FELONIES,124,"600 S ALTANTIC, LOS ANGELES, CA",-118.347,34.083,2
72243,19806424,01/03/2022 09:25:30 PM,BURGLARY,77,"1200 LA BREA AVE, WEST HOLLYWOOD, CA",-118.344,34.092,1
72258,19856207,03/09/2022 06:37:30 PM,LARCENY THEFT,340,"1000 SIERRA BONITA AVE, WEST HOLLYWOOD, CA",-118.354,34.089,1
72288,19975041,07/23/2022 11:10:00 PM,VANDALISM,261,"SUNSET BLVD AND HORN AVE, WEST HOLLYWOOD, CA 90069",-118.383,34.09,2
72485,19948812,06/24/2022 03:58:00 PM,NARCOTICS,186,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.349,34.09,2
72496,19870695,03/28/2022 01:30:00 PM,NON-AGGRAVATED ASSAULTS,144,"1200 FAIRFAX AVE, WEST HOLLYWOOD, CA 90048",-118.361,34.093,2
72503,20010056,08/29/2022 09:30:00 AM,LARCENY THEFT,387,"1100 FULLER AVE, WEST HOLLYWOOD, CA 90048",-118.35,34.091,1
72641,19863459,03/19/2022 01:45:00 AM,LARCENY THEFT,81,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.385,34.084,1
72645,19863461,03/18/2022 01:00:00 AM,LARCENY THEFT,81,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.384,34.085,1
72648,19860151,03/15/2022 07:00:00 PM,LARCENY THEFT,85,"1100 HACIENDA PL, WEST HOLLYWOOD, CA 90069",-118.375,34.09,1
72656,19872531,03/30/2022 12:50:00 PM,ROBBERY,41,"8400 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.376,34.089,1
72889,19945084,06/20/2022 12:40:00 PM,BURGLARY,75,"900 N SWEETZER AVE, WEST HOLLYWOOD, CA 90069",-118.37,34.087,1
72960,19863135,03/19/2022 02:39:06 AM,LARCENY THEFT,81,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.085,1
72969,19870569,03/28/2022 02:30:00 AM,GRAND THEFT AUTO,91,"1200 GENESEE AVE, WEST HOLLYWOOD, CA 90046",-118.357,34.094,1
72986,19930791,06/05/2022 12:00:00 AM,LARCENY THEFT,81,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.384,34.084,1
72997,19945240,06/12/2022 11:00:00 AM,LARCENY THEFT,387,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.384,34.084,1
73059,19870248,03/27/2022 09:50:00 PM,AGGRAVATED ASSAULT,52,"7600 NORTON AVE, WEST HOLLYWOOD, CA",-118.355,34.091,1
73262,19871052,03/28/2022 08:45:00 PM,ROBBERY,31,"FAIRFAX AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.361,34.09,1
73348,19950976,06/27/2022 05:30:00 AM,BURGLARY,72,"600 DOHENY DR, WEST HOLLYWOOD, CA 90069",-118.389,34.082,1
73368,19819774,01/27/2022 11:27:00 AM,MISDEMEANORS MISCELLANEOUS,399,"1200 DETROIT ST, WEST HOLLYWOOD, CA",-118.345,34.093,2
73411,19949395,06/25/2022 04:45:00 AM,BURGLARY,72,"9000 MELROSE AVE, WEST HOLLYWOOD, CA 90069",-118.387,34.08,1
73447,19945128,06/18/2022 01:00:00 AM,LARCENY THEFT,87,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.384,34.085,1
73451,19943480,06/18/2022 12:00:00 AM,LARCENY THEFT,81,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,1
73470,19906042,05/08/2022 01:10:00 AM,LARCENY THEFT,387,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.084,1
73478,19934358,06/09/2022 02:20:00 AM,AGGRAVATED ASSAULT,53,"600 N SAN VICENTE BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.082,1
73549,19930891,06/05/2022 04:30:00 PM,LARCENY THEFT,389,"1100 N LA CIENEGA BLVD, WEST HOLLYWOOD, CA 90069",-118.376,34.092,1
73575,19943142,06/17/2022 11:30:00 PM,LARCENY THEFT,340,"8700 SUNSET BLVD, WEST HOLLYWOOD, CA",-118.382,34.091,1
73585,19945597,06/21/2022 11:30:00 AM,ROBBERY,32,"8500 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.376,34.088,1
73624,19869250,03/25/2022 05:45:00 PM,LARCENY THEFT,340,"1100 VISTA ST, WEST HOLLYWOOD, CA 90046",-118.352,34.092,1
73732,19949945,06/25/2022 11:10:00 PM,LARCENY THEFT,340,"FOUNTAIN AVE AND OLIVE DR, WEST HOLLYWOOD, CA 90069",-118.373,34.093,1
73734,19945338,06/21/2022 05:52:30 AM,VANDALISM,263,"8900 BEVERLY BLVD, WEST HOLLYWOOD, CA 90048",-118.386,34.076,2
73744,19924460,05/29/2022 12:45:00 AM,LARCENY THEFT,387,"SANTA MONICA BLVD AND ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.084,1
73746,19900823,05/01/2022 02:30:00 AM,LARCENY THEFT,81,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,1
73755,19946333,06/22/2022 12:45:00 AM,LARCENY THEFT,340,"1000 HARPER AVE, WEST HOLLYWOOD, CA",-118.368,34.09,1
73773,19870745,03/25/2022 10:00:00 AM,LARCENY THEFT,86,"1200 N SWEETZER AVE, WEST HOLLYWOOD, CA 90069",-118.37,34.092,1
73890,19931137,06/06/2022 01:55:00 AM,NON-AGGRAVATED ASSAULTS,144,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,2
73893,19945030,06/18/2022 01:00:00 PM,LARCENY THEFT,389,"7800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.36,34.09,1
73908,19968250,07/16/2022 12:30:00 AM,LARCENY THEFT,340,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.386,34.083,1
73923,19929945,06/03/2022 03:15:00 PM,VANDALISM,263,"600 N LA PEER DR, WEST HOLLYWOOD, CA",-118.386,34.082,2
74001,19933312,06/08/2022 04:51:00 AM,WEAPON LAWS,152,"LA BREA AVE AND ROMAINE ST, WEST HOLLYWOOD, CA",-118.344,34.088,2
74011,19947248,06/22/2022 10:52:30 PM,LARCENY THEFT,340,"9000 MELROSE AVE, WEST HOLLYWOOD, CA",-118.389,34.08,1
74026,19938710,06/13/2022 12:30:00 AM,LARCENY THEFT,81,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.383,34.085,1
74079,19860361,03/16/2022 05:00:00 AM,LARCENY THEFT,85,"900 N GENESEE AVE, WEST HOLLYWOOD, CA",-118.358,34.088,1
74084,19864342,03/20/2022 10:15:00 PM,VANDALISM,263,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.386,34.083,2
74247,19888009,04/17/2022 08:50:00 PM,GRAND THEFT AUTO,91,"500 N CROFT AVE, WEST HOLLYWOOD, CA",-118.373,34.08,1
74312,19985848,07/04/2022 03:30:00 AM,LARCENY THEFT,89,"8500 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.376,34.088,1
74317,19864457,03/20/2022 10:55:00 PM,BURGLARY,71,"8400 MELROSE AVE, WEST HOLLYWOOD, CA 90069",-118.374,34.082,1
