,LURN_SAK,INCIDENT_DATE,CATEGORY,STAT,ADDRESS,LONGITUDE,LATITUDE,PART_CATEGORY
74318,19946676,06/22/2022 02:30:00 AM,LARCENY THEFT,86,"1000 STANLEY AVE, WEST HOLLYWOOD, CA 90046",-118.356,34.088,1
74333,19872457,03/29/2022 10:13:30 PM,VANDALISM,263,"500 FLORES ST, WEST HOLLYWOOD, CA 90069",-118.371,34.08,2
74343,19894492,04/21/2022 11:30:00 PM,LARCENY THEFT,84,"1200 FAIRFAX AVE, WEST HOLLYWOOD, CA 90046",-118.361,34.093,1
74386,19923453,05/28/2022 12:55:30 AM,LARCENY THEFT,387,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,1
74394,19943774,06/19/2022 01:00:00 AM,LARCENY THEFT,81,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA",-118.385,34.083,1
74403,19995599,08/14/2022 10:50:00 PM,NON-AGGRAVATED ASSAULTS,146,"700 N SAN VICENTE BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.084,2
74405,19947839,06/04/2022 09:00:00 AM,FORGERY,103,"8600 MELROSE AVE, WEST HOLLYWOOD, CA 90069",-118.38,34.082,2
74531,19857813,03/13/2022 02:00:00 AM,BURGLARY,72,"500 ROBERTSON BLVD, WEST HOLLYWOOD, CA",-118.384,34.08,1
74533,19930582,06/05/2022 01:00:00 AM,LARCENY THEFT,389,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.384,34.084,1
74554,20034335,09/23/2022 08:14:00 AM,LARCENY THEFT,383,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.344,34.09,1
74607,19871396,03/26/2022 02:30:00 AM,VANDALISM,261,"1200 N FAIRFAX AVE, WEST HOLLYWOOD, CA 90046",-118.361,34.094,2
74615,19875601,04/02/2022 07:15:00 PM,LARCENY THEFT,89,"8200 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.369,34.09,1
74684,19826866,02/03/2022 06:20:00 PM,FORGERY,103,"7400 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.352,34.09,2
74687,19827198,02/04/2022 04:20:00 PM,FORGERY,103,"7400 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.352,34.09,2
74688,19849828,03/03/2022 07:00:00 PM,OFFENSES AGAINST FAMILY,175,"900 PALM AVE, WEST HOLLYWOOD, CA 90069",-118.383,34.088,2
74723,19930276,06/04/2022 05:48:00 PM,NON-AGGRAVATED ASSAULTS,144,"CRESCENT HEIGHTS BLVD AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.365,34.09,2
74736,19958491,07/05/2022 01:40:00 PM,FELONIES MISCELLANEOUS,339,"1000 N LA CIENEGA BLVD, WEST HOLLYWOOD, CA 90069",-118.376,34.09,2
74829,19978136,07/27/2022 11:40:00 AM,SEX OFFENSES MISDEMEANORS,133,"700 S SAN VICENTE BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.084,2
74859,19948252,06/23/2022 09:35:00 PM,LARCENY THEFT,340,"500 WESTMOUNT DR, WEST HOLLYWOOD, CA 90069",-118.378,34.081,1
74875,19963247,07/10/2022 09:00:00 PM,NON-AGGRAVATED ASSAULTS,146,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.384,34.084,2
74887,19947673,06/23/2022 11:33:00 AM,LARCENY THEFT,84,"1300 N SWEETZER AVE, WEST HOLLYWOOD, CA 90069",-118.37,34.094,1
74899,19818568,01/26/2022 12:15:00 PM,NON-AGGRAVATED ASSAULTS,144,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.349,34.09,2
74950,19853912,03/08/2022 03:00:00 AM,BURGLARY,71,"900 LARRABEE ST, WEST HOLLYWOOD, CA 90069",-118.383,34.088,1
74951,19853886,03/06/2022 03:30:00 AM,BURGLARY,71,"900 LARRABEE ST, WEST HOLLYWOOD, CA 90069",-118.384,34.088,1
74955,19857441,03/12/2022 01:10:00 PM,LARCENY THEFT,340,"8500 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.377,34.088,1
74977,19948683,06/05/2022 12:00:00 AM,LARCENY THEFT,81,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,1
74980,19834550,02/13/2022 05:50:00 PM,NON-AGGRAVATED ASSAULTS,144,"SANTA MONICA BLVD AND N GARDNER ST, WEST HOLLYWOOD, CA",-118.353,34.09,2
75006,19948865,06/24/2022 12:30:00 AM,BURGLARY,71,"8400 DE LONGPRE AVE, WEST HOLLYWOOD, CA 90069",-118.372,34.094,1
75033,19949103,06/24/2022 04:49:00 PM,VANDALISM,261,"9000 ELEVADO AVE, WEST HOLLYWOOD, CA",-118.387,34.085,2
75042,19883644,04/11/2022 12:44:00 PM,LARCENY THEFT,340,"400 N DOHENY DR, WEST HOLLYWOOD, CA 90048",-118.389,34.079,1
75149,19948977,06/24/2022 12:45:00 AM,LARCENY THEFT,81,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.383,34.085,1
75165,19949216,06/25/2022 01:10:00 AM,LARCENY THEFT,340,"8400 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.373,34.09,1
75169,19949237,06/25/2022 01:30:00 AM,BURGLARY,71,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.344,34.09,1
75213,19888688,04/18/2022 04:22:25 PM,LARCENY THEFT,340,"9000 MELROSE AVE, WEST HOLLYWOOD, CA 90069",-118.389,34.08,1
75248,19968671,07/12/2022 08:45:00 PM,LARCENY THEFT,340,"8800 MELROSE AVE, WEST HOLLYWOOD, CA 90048",-118.385,34.08,1
75347,19874688,04/01/2022 05:40:00 PM,AGGRAVATED ASSAULT,51,"HOLLOWAY DR AND SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.09,1
75355,19874698,04/01/2022 01:53:00 PM,LARCENY THEFT,383,"1100 LA BREA AVE, LOS ANGELES, CA 90038",-118.343,34.091,1
75467,19837373,02/16/2022 09:00:00 PM,AGGRAVATED ASSAULT,59,"800 N SAN VICENTE BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.086,1
75476,19889784,04/16/2022 01:20:00 PM,SEX OFFENSES MISDEMEANORS,130,"1100 LA BREA AVE, WEST HOLLYWOOD, CA 90046",-118.344,34.091,2
75505,19877280,04/03/2022 01:02:30 AM,LARCENY THEFT,81,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.084,1
75523,19896909,04/27/2022 09:30:00 PM,LARCENY THEFT,340,"800 SAN VICENTE BLVD, WEST HOLLYWOOD, CA 90069",-118.384,34.085,1
75549,19949043,06/24/2022 12:15:00 PM,LARCENY THEFT,340,"8400 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.373,34.09,1
75570,19955154,07/01/2022 01:20:00 PM,LARCENY THEFT,387,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.084,1
75572,19949289,06/25/2022 01:19:00 AM,LARCENY THEFT,340,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.384,34.085,1
75574,19948228,06/23/2022 09:00:00 PM,LARCENY THEFT,340,"8400 MELROSE AVE, WEST HOLLYWOOD, CA 90069",-118.375,34.082,1
75669,19925178,05/28/2022 11:30:00 PM,LARCENY THEFT,387,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.085,1
75756,19884449,04/13/2022 10:36:00 AM,LARCENY THEFT,383,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.344,34.09,1
75758,19880246,04/07/2022 10:38:00 PM,LARCENY THEFT,340,"600 LA PEER DR, WEST HOLLYWOOD, CA 90069",-118.386,34.082,1
75762,19880882,04/08/2022 03:30:00 AM,LARCENY THEFT,84,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.345,34.09,1
75827,19949575,06/25/2022 03:45:00 AM,LARCENY THEFT,387,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.085,1
75828,19930079,06/04/2022 01:30:00 AM,LARCENY THEFT,387,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.085,1
75829,19948761,06/24/2022 04:52:00 AM,BURGLARY,71,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.081,1
75831,19948773,06/05/2022 01:37:30 AM,LARCENY THEFT,81,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.085,1
75833,19949564,06/25/2022 01:55:00 AM,LARCENY THEFT,389,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.085,1
75834,19949541,06/25/2022 01:45:00 AM,LARCENY THEFT,387,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.384,34.084,1
75872,19943873,06/19/2022 02:20:00 AM,LARCENY THEFT,81,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.384,34.084,1
75873,19946023,06/21/2022 06:47:30 PM,LARCENY THEFT,340,"8500 SUNSET BLVD, WEST HOLLYWOOD, CA",-118.379,34.092,1
75909,19863736,03/19/2022 11:12:00 PM,GRAND THEFT AUTO,91,"900 PALM AVE, WEST HOLLYWOOD, CA",-118.383,34.088,1
75984,19949960,06/26/2022 01:30:00 AM,LARCENY THEFT,340,"SANTA MONICA BLVD AND ALMONT DR, WEST HOLLYWOOD, CA 90069",-118.387,34.082,1
75990,19950245,06/26/2022 12:00:00 AM,LARCENY THEFT,340,"SANTA MONICA BLVD AND ALFRED ST, WEST HOLLYWOOD, CA 90069",-118.375,34.089,1
75996,19999085,08/18/2022 06:37:30 AM,LARCENY THEFT,89,"9000 SUNSET BLVD, WEST HOLLYWOOD, CA",-118.389,34.09,1
75998,19841387,02/22/2022 09:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.351,34.092,2
76008,19936257,06/10/2022 10:50:00 PM,WEAPON LAWS,151,"1100 N LA CIENEGA BLVD, WEST HOLLYWOOD, CA",-118.375,34.09,2
76019,19874739,04/01/2022 06:23:00 PM,NON-AGGRAVATED ASSAULTS,144,"100 N ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.076,2
76025,19875636,04/03/2022 01:30:00 AM,VANDALISM,263,"600 LA PEER DR, WEST HOLLYWOOD, CA 90069",-118.386,34.081,2
76167,19876300,04/04/2022 12:38:00 AM,LARCENY THEFT,340,"HUNTLEY DR AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.38,34.087,1
76207,19941643,06/16/2022 06:01:00 PM,GRAND THEFT AUTO,91,"8400 DELONGPRE AVE, WEST HOLLYWOOD, CA",-118.372,34.094,1
76253,19932711,06/04/2022 11:30:00 PM,LARCENY THEFT,81,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.084,1
76408,19943881,06/19/2022 02:15:00 AM,LARCENY THEFT,81,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,1
76627,19876601,04/03/2022 01:45:00 AM,LARCENY THEFT,389,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.383,34.085,1
76642,19873798,03/27/2022 10:29:30 PM,LARCENY THEFT,81,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.085,1
76645,19876627,03/31/2022 10:00:00 PM,LARCENY THEFT,340,"9000 N SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.389,34.081,1
76746,19850944,03/04/2022 09:52:30 PM,LARCENY THEFT,340,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.386,34.083,1
76756,19880924,04/08/2022 12:30:00 PM,LARCENY THEFT,384,"1000 N FAIRFAX AVE, WEST HOLLYWOOD, CA 90046",-118.361,34.089,1
76832,19901388,05/03/2022 11:00:00 AM,NARCOTICS,183,"900 HARPER AVE, WEST HOLLYWOOD, CA 90046",-118.369,34.088,2
76839,19923719,05/28/2022 01:00:00 PM,MISDEMEANORS MISCELLANEOUS,399,"SANTA MONICA BLVD AND HAYWORTH AVE, WEST HOLLYWOOD, CA",-118.362,34.09,2
76892,19880978,04/08/2022 05:07:30 PM,LARCENY THEFT,340,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA",-118.385,34.083,1
76895,19880964,04/08/2022 05:15:00 PM,LARCENY THEFT,340,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA",-118.385,34.083,1
76896,19880984,04/08/2022 01:30:00 PM,LARCENY THEFT,340,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA",-118.385,34.083,1
76898,19881529,04/09/2022 05:45:00 AM,LARCENY THEFT,340,"8300 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.371,34.096,1
76900,19881084,04/08/2022 08:55:00 PM,LARCENY THEFT,340,"8700 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.382,34.091,1
76901,19881905,04/09/2022 12:45:00 AM,VANDALISM,261,"8900 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.387,34.09,2
76903,19891803,04/21/2022 09:53:39 PM,BURGLARY,61,"500 ORLANDO AVE, WEST HOLLYWOOD, CA 90046",-118.373,34.08,1
77025,19918118,05/22/2022 01:30:00 AM,VANDALISM,263,"1100 GREENACRE AVE, WEST HOLLYWOOD, CA 90046",-118.349,34.091,2
77027,19970634,07/19/2022 04:55:00 AM,BURGLARY,71,"600 DOHENY DR, WEST HOLLYWOOD, CA 90069",-118.389,34.082,1
77032,19928546,06/02/2022 09:30:00 PM,AGGRAVATED ASSAULT,53,"1000 HAVENHURST DR, WEST HOLLYWOOD, CA",-118.367,34.089,1
77035,19901887,05/03/2022 01:07:00 PM,BURGLARY,75,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.386,34.084,1
77272,19995659,08/15/2022 01:48:00 AM,NON-AGGRAVATED ASSAULTS,145,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.384,34.085,2
77290,19975757,07/24/2022 11:30:00 PM,ROBBERY,47,"900 HANCOCK AVE, WEST HOLLYWOOD, CA 90069",-118.381,34.087,1
77311,19883899,04/12/2022 02:00:00 PM,WEAPON LAWS,153,"7200 FOUNTAIN AVE, WEST HOLLYWOOD, CA 90048",-118.347,34.094,2
77345,19853500,03/08/2022 01:30:00 AM,GRAND THEFT AUTO,93,"9000 LLOYD PL, WEST HOLLYWOOD, CA 90069",-118.387,34.084,1
77352,19800890,01/11/2022 05:20:00 AM,BURGLARY,61,"8300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.372,34.09,1
77409,19957019,07/03/2022 05:22:30 PM,LARCENY THEFT,340,"8700 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.382,34.091,1
77545,19955843,07/02/2022 02:30:00 AM,LARCENY THEFT,389,"1300 CRESCENT HEIGHTS BLVD, WEST HOLLYWOOD, CA 90046",-118.365,34.096,1
77549,19951343,06/27/2022 05:06:57 PM,GRAND THEFT AUTO,91,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA",-118.385,34.083,1
77551,19958517,07/05/2022 04:20:00 PM,FELONIES MISCELLANEOUS,324,"600 KINGS RD, WEST HOLLYWOOD, CA 90046",-118.372,34.082,2
77553,19956881,07/03/2022 12:45:00 AM,LARCENY THEFT,389,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.383,34.085,1
77653,19950627,06/26/2022 10:51:30 PM,LARCENY THEFT,340,"1100 LAUREL AVE, WEST HOLLYWOOD, CA",-118.364,34.09,1
77681,19952042,06/28/2022 10:32:30 AM,LARCENY THEFT,87,"8500 SUNSET BLVD, WEST HOLLYWOOD, CA",-118.378,34.092,1
77696,20007590,08/27/2022 04:45:00 AM,ROBBERY,31,"SANTA MONICA BLVD AND OGDEN DR, WEST HOLLYWOOD, CA",-118.359,34.09,1
77842,19799026,01/08/2022 12:37:30 AM,LARCENY THEFT,81,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.383,34.085,1
77899,19875170,04/02/2022 03:37:30 AM,LARCENY THEFT,85,"1200 LAUREL AVE, WEST HOLLYWOOD, CA",-118.364,34.092,1
78030,19875885,04/03/2022 12:16:00 AM,LARCENY THEFT,340,"800 LARRABEE ST, WEST HOLLYWOOD, CA 90069",-118.384,34.087,1
78034,19878163,04/02/2022 04:20:00 AM,LARCENY THEFT,87,"600 N LA CIENEGA BLVD, WEST HOLLYWOOD, CA 90069",-118.376,34.082,1
78042,20003883,07/27/2022 12:00:00 PM,FORGERY,103,"1100 DETROIT ST, WEST HOLLYWOOD, CA 90046",-118.345,34.092,2
78101,19916833,05/20/2022 12:40:00 AM,VANDALISM,263,"1200 GENESEE AVE, WEST HOLLYWOOD, CA 90069",-118.358,34.093,2
78126,19921371,05/15/2022 01:35:00 AM,LARCENY THEFT,81,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,1
78173,19828598,02/04/2022 08:22:30 PM,GRAND THEFT AUTO,91,"1000 N VISTA AVE, WEST HOLLYWOOD, CA",-118.352,34.09,1
78176,19867991,03/23/2022 07:00:00 PM,GRAND THEFT AUTO,91,"800 W KNOLL DR, WEST HOLLYWOOD, CA 90069",-118.377,34.085,1
78177,19860878,03/16/2022 03:00:00 PM,GRAND THEFT AUTO,91,"900 N GENESEE AVE, WEST HOLLYWOOD, CA 90046",-118.358,34.088,1
78181,19860797,03/16/2022 10:00:00 AM,GRAND THEFT AUTO,91,"7600 LEXINGTON AVE, WEST HOLLYWOOD, CA 90046",-118.355,34.092,1
78182,19858114,03/13/2022 05:41:00 PM,GRAND THEFT AUTO,91,"MELROSE AVE AND ALMONT DR, WEST HOLLYWOOD, CA",-118.387,34.08,1
78194,19844353,02/25/2022 12:00:00 PM,LARCENY THEFT,340,"9000 MELROSE AVE, WEST HOLLYWOOD, CA 90069",-118.388,34.08,1
78317,19874049,03/31/2022 11:30:00 PM,LARCENY THEFT,340,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,1
78330,19962352,07/04/2022 02:30:00 AM,NON-AGGRAVATED ASSAULTS,144,"600 LA CIENEGA BLVD, WEST HOLLYWOOD, CA",-118.376,34.082,2
78376,19951823,06/28/2022 08:05:00 AM,ROBBERY,32,"1200 LA BREA AVE, WEST HOLLYWOOD, CA 90046",-118.344,34.093,1
78389,19930742,06/04/2022 12:30:00 AM,LARCENY THEFT,81,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.384,34.084,1
78493,19943996,06/18/2022 03:50:34 PM,LARCENY THEFT,87,"8700 SHOREHAM DR, WEST HOLLYWOOD, CA 90069",-118.382,34.092,1
78571,19799805,01/10/2022 12:55:00 AM,DRUNK / ALCOHOL / DRUGS,201,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.383,34.085,2
78658,19955142,07/01/2022 10:57:30 AM,LARCENY THEFT,387,"1100 N LA BREA AVE, WEST HOLLYWOOD, CA 90038",-118.344,34.091,1
78692,19943962,06/17/2022 06:00:00 PM,LARCENY THEFT,340,"8400 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.375,34.094,1
78930,19991131,08/08/2022 03:05:30 PM,LARCENY THEFT,389,"900 WESTMOUNT DR, WEST HOLLYWOOD, CA 90069",-118.379,34.088,1
79215,19946155,06/21/2022 05:34:00 PM,LARCENY THEFT,341,"8100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.366,34.09,1
79241,20046457,10/07/2022 10:40:00 PM,NARCOTICS,189,"800 LA BREA AVE, LOS ANGELES, CA 90038",-118.344,34.085,2
79246,20046095,10/07/2022 11:09:00 AM,VANDALISM,261,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.344,34.09,2
79264,19914398,05/12/2022 09:49:00 PM,FELONIES MISCELLANEOUS,339,"1000 N VISTA ST, WEST HOLLYWOOD, CA 90046",-118.351,34.089,2
79369,19951621,06/27/2022 09:00:00 PM,LARCENY THEFT,340,"8400 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.375,34.094,1
79494,19942079,06/17/2022 08:10:00 AM,GRAND THEFT AUTO,91,"8500 W KNOLL DR, WEST HOLLYWOOD, CA 90069",-118.377,34.089,1
79616,19947659,06/23/2022 11:25:00 AM,NON-AGGRAVATED ASSAULTS,144,"800 HUNTLEY DR, WEST HOLLYWOOD, CA 90069",-118.38,34.085,2
79693,19879323,04/07/2022 01:23:30 AM,VANDALISM,263,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.344,34.09,2
79754,19937466,06/12/2022 01:30:00 PM,LARCENY THEFT,340,"MELROSE AVE AND WESTMOUNT AVE, WEST HOLLYWOOD, CA 90069",-118.378,34.081,1
79907,19941862,06/16/2022 10:45:00 PM,BURGLARY,61,"8800 RANGELY AVE, WEST HOLLYWOOD, CA 90069",-118.385,34.079,1
79949,19952665,06/28/2022 08:45:00 PM,LARCENY THEFT,340,"8700 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.382,34.091,1
79953,19961992,07/09/2022 12:15:00 AM,NON-AGGRAVATED ASSAULTS,144,"HILLDALE AVE AND SUNSET BLVD, WEST HOLLYWOOD, CA",-118.386,34.09,2
79957,19961431,07/07/2022 09:00:00 AM,LARCENY THEFT,389,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.344,34.09,1
79987,19861570,03/17/2022 10:03:00 AM,VANDALISM,261,"SANTA MONICA BLVD AND SAN VICENTE, WEST HOLLYWOOD, CA",-118.384,34.085,2
80037,19944627,06/18/2022 11:30:00 PM,LARCENY THEFT,389,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,1
80091,19952948,04/04/2022 08:00:00 AM,FORGERY,103,"1000 N VISTA ST, WEST HOLLYWOOD, CA 90046",-118.352,34.089,2
80094,19952832,06/29/2022 07:17:00 AM,VANDALISM,261,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.345,34.09,2
80095,19911360,05/13/2022 12:30:00 AM,BURGLARY,78,"8400 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.376,34.094,1
80276,20041857,10/03/2022 01:12:00 PM,LARCENY THEFT,383,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.344,34.09,1
80295,19953179,06/27/2022 02:45:00 PM,LARCENY THEFT,340,"8600 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.38,34.087,1
80303,19881208,04/07/2022 03:35:00 PM,LARCENY THEFT,386,"1000 LA BREA AVE, WEST HOLLYWOOD, CA 90046",-118.344,34.089,1
80341,19979713,07/28/2022 04:00:00 PM,NON-AGGRAVATED ASSAULTS,144,"LA BREA AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.344,34.09,2
80343,20009496,08/29/2022 04:00:00 PM,NON-AGGRAVATED ASSAULTS,144,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046",-118.344,34.09,2
80351,19959947,07/07/2022 12:20:00 AM,AGGRAVATED ASSAULT,51,"1200 N FORMOSA AVE, WEST HOLLYWOOD, CA 90069",-118.346,34.092,1
80356,19905583,04/29/2022 12:00:00 PM,FORGERY,103,"9000 HARLAND AVE, WEST HOLLYWOOD, CA 90069",-118.389,34.082,2
80435,19889920,04/17/2022 05:00:00 AM,VANDALISM,263,"8900 CYNTHIA ST, WEST HOLLYWOOD, CA 90069",-118.385,34.087,2
80545,19858064,03/13/2022 02:00:00 PM,MISDEMEANORS MISCELLANEOUS,399,"1000 N OGDEN DR, WEST HOLLYWOOD, CA 90069",-118.359,34.089,2
80590,19884419,04/12/2022 08:48:00 PM,LARCENY THEFT,383,"1100 LA BREA AVE, WEST HOLLYWOOD, CA 90038",-118.343,34.091,1
80617,19953457,06/29/2022 01:45:00 AM,LARCENY THEFT,386,"1300 MILLER DR, WEST HOLLYWOOD, CA 90069",-118.377,34.094,1
80624,19929398,06/03/2022 06:00:00 PM,MISDEMEANORS MISCELLANEOUS,399,"1100 OGDEN DR, WEST HOLLYWOOD, CA",-118.359,34.09,2
80626,19930920,06/05/2022 06:42:00 PM,MISDEMEANORS MISCELLANEOUS,399,"HAVENHURST DR AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.367,34.09,2
80627,19899505,05/01/2022 07:50:00 AM,VANDALISM,263,"8300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.372,34.09,2
80644,19976616,07/25/2022 10:21:00 PM,LARCENY THEFT,340,"MELROSE AVE AND WESTBOURNE DR, WEST HOLLYWOOD, CA",-118.379,34.081,1
80668,19880966,04/08/2022 05:47:00 PM,LARCENY THEFT,340,"800 ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.084,1
80692,19887320,04/09/2022 01:15:00 AM,LARCENY THEFT,81,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.084,1
80711,20015831,09/03/2022 01:02:30 AM,LARCENY THEFT,87,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.385,34.083,1
80767,19954265,06/20/2022 07:30:00 AM,VANDALISM,261,"8500 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.376,34.094,2
80792,19951614,06/27/2022 10:49:00 PM,LARCENY THEFT,340,"8400 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.375,34.094,1
80800,19954126,05/08/2022 09:30:00 PM,BURGLARY,68,"1100 HACIENDA PL, WEST HOLLYWOOD, CA 90069",-118.375,34.092,1
80838,19894068,04/25/2022 01:59:00 AM,NON-AGGRAVATED ASSAULTS,144,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.383,34.085,2
80849,19885921,04/12/2022 08:00:00 AM,LARCENY THEFT,85,"1200 CLARK ST, WEST HOLLYWOOD, CA 90069",-118.385,34.092,1
80962,20008494,08/28/2022 04:00:00 AM,BURGLARY,71,"500 ORLANDO AVE, WEST HOLLYWOOD, CA 90048",-118.372,34.08,1
80999,19961994,07/08/2022 09:00:00 PM,AGGRAVATED ASSAULT,54,"KEITH ST AND ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069",-118.386,34.084,1
81049,19960887,07/07/2022 08:05:00 PM,VANDALISM,263,"8300 SUNSET BLVD, WEST HOLLYWOOD, CA 90069",-118.372,34.095,2
81242,19872092,03/30/2022 04:40:00 AM,VANDALISM,263,"500 KINGS RD, WEST HOLLYWOOD, CA 90048",-118.372,34.081,2
81258,19802489,01/12/2022 05:35:00 PM,NARCOTICS,183,"GARDNER ST AND ROMAINE ST, WEST HOLLYWOOD, CA 90069",-118.353,34.088,2
81262,19796895,01/06/2022 12:00:00 PM,NON-AGGRAVATED ASSAULTS,144,"8200 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.369,34.09,2
81263,19806366,01/15/2022 05:44:00 PM,BURGLARY,74,"1000 LAUEREL AVE, WEST HOLLYWOOD, CA 90069",-118.364,34.089,1
81266,19815492,01/23/2022 05:20:00 PM,LARCENY THEFT,383,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",-118.344,34.09,1
81267,19815416,01/23/2022 02:30:00 PM,DRUNK / ALCOHOL / DRUGS,201,"SANTA MONICA BLVD AND WEST KNOLL DR, WEST HOLLYWOOD, CA",-118.377,34.088,2
